date,symbol,action,quantity
2024-09-24,GC=F,sell,88
2024-09-24,GC=F,sell,32
2024-09-24,SI=F,buy,13
2024-09-25,CL=F,sell,34
2024-09-25,GC=F,sell,37
2024-09-25,GC=F,buy,50
2024-09-25,GC=F,sell,17
2024-09-25,CL=F,sell,50
2024-09-26,SI=F,buy,38
2024-09-26,CL=F,buy,31
2024-09-26,SI=F,buy,24
2024-09-26,GC=F,buy,42
2024-09-26,GC=F,buy,20
2024-09-26,GC=F,sell,83
2024-09-26,GC=F,buy,39
2024-09-26,GC=F,buy,9
2024-09-26,CL=F,buy,46
2024-09-27,CL=F,sell,68
2024-09-27,GC=F,buy,17
2024-09-27,SI=F,buy,42
2024-09-27,GC=F,buy,32
2024-09-27,SI=F,buy,38
2024-09-28,GC=F,buy,3
2024-09-28,CL=F,buy,23
2024-09-28,SI=F,buy,26
2024-09-28,CL=F,buy,4
2024-09-28,GC=F,sell,58
2024-09-28,CL=F,sell,66
2024-09-28,GC=F,sell,83
2024-09-28,GC=F,sell,37
2024-09-29,SI=F,sell,38
2024-09-29,CL=F,buy,29
2024-09-29,SI=F,sell,69
2024-09-29,GC=F,sell,27
2024-09-29,CL=F,sell,71
2024-09-29,GC=F,sell,32
2024-09-29,SI=F,sell,41
2024-09-29,CL=F,sell,90
2024-09-29,CL=F,sell,72
2024-09-30,SI=F,sell,57
2024-09-30,CL=F,sell,60
2024-09-30,SI=F,sell,76
2024-10-01,SI=F,buy,16
2024-10-01,CL=F,sell,10
2024-10-01,GC=F,sell,88
2024-10-01,GC=F,sell,95
2024-10-02,SI=F,buy,31
2024-10-02,GC=F,sell,32
2024-10-02,CL=F,sell,46
2024-10-02,SI=F,sell,55
2024-10-02,GC=F,buy,21
2024-10-02,CL=F,sell,98
2024-10-02,CL=F,buy,11
2024-10-02,SI=F,buy,45
2024-10-02,CL=F,sell,66
2024-10-02,GC=F,buy,39
2024-10-03,GC=F,sell,75
2024-10-03,CL=F,buy,48
2024-10-03,CL=F,sell,90
2024-10-03,GC=F,buy,45
2024-10-04,CL=F,buy,15
2024-10-04,GC=F,buy,49
2024-10-04,GC=F,sell,53
2024-10-04,CL=F,sell,29
2024-10-04,GC=F,buy,21
2024-10-05,CL=F,buy,7
2024-10-05,CL=F,buy,2
2024-10-05,CL=F,sell,64
2024-10-05,SI=F,buy,14
2024-10-05,SI=F,buy,32
2024-10-05,SI=F,buy,14
2024-10-06,GC=F,sell,25
2024-10-06,CL=F,sell,62
2024-10-06,GC=F,sell,28
2024-10-07,CL=F,sell,26
2024-10-07,GC=F,sell,76
2024-10-07,CL=F,sell,66
2024-10-07,GC=F,buy,35
2024-10-07,GC=F,sell,65
2024-10-08,CL=F,buy,14
2024-10-08,SI=F,buy,37
2024-10-08,SI=F,buy,14
2024-10-08,GC=F,buy,26
2024-10-08,CL=F,sell,62
2024-10-08,CL=F,buy,44
2024-10-08,GC=F,sell,18
2024-10-08,CL=F,buy,2
2024-10-08,CL=F,sell,63
2024-10-08,CL=F,buy,29
2024-10-08,GC=F,buy,15
2024-10-09,CL=F,buy,21
2024-10-09,GC=F,sell,21
2024-10-09,GC=F,sell,59
2024-10-09,SI=F,buy,49
2024-10-09,CL=F,sell,25
2024-10-09,GC=F,sell,57
2024-10-09,SI=F,buy,40
2024-10-09,GC=F,sell,25
2024-10-09,CL=F,sell,23
2024-10-09,GC=F,sell,38
2024-10-09,CL=F,sell,66
2024-10-10,CL=F,sell,78
2024-10-10,CL=F,sell,30
2024-10-10,GC=F,sell,35
2024-10-10,SI=F,buy,3
2024-10-10,GC=F,buy,6
2024-10-11,CL=F,buy,4
2024-10-11,SI=F,buy,6
2024-10-11,CL=F,buy,34
2024-10-12,CL=F,buy,11
2024-10-12,GC=F,buy,16
2024-10-12,CL=F,sell,31
2024-10-12,GC=F,buy,19
2024-10-12,CL=F,buy,3
2024-10-12,SI=F,sell,98
2024-10-12,SI=F,sell,39
2024-10-12,GC=F,buy,9
2024-10-13,SI=F,sell,18
2024-10-13,SI=F,sell,89
2024-10-13,CL=F,buy,19
2024-10-13,CL=F,sell,89
2024-10-14,CL=F,sell,38
2024-10-14,CL=F,buy,22
2024-10-14,CL=F,sell,32
2024-10-14,GC=F,sell,68
2024-10-14,CL=F,sell,30
2024-10-15,SI=F,buy,20
2024-10-15,GC=F,buy,49
2024-10-15,CL=F,sell,61
2024-10-15,CL=F,buy,20
2024-10-15,GC=F,buy,47
2024-10-15,SI=F,buy,41
2024-10-15,CL=F,sell,96
2024-10-15,CL=F,buy,5
2024-10-15,CL=F,sell,35
2024-10-15,SI=F,buy,18
2024-10-16,GC=F,sell,17
2024-10-16,GC=F,buy,49
2024-10-17,CL=F,sell,38
2024-10-17,CL=F,buy,15
2024-10-17,CL=F,buy,41
2024-10-17,CL=F,sell,93
2024-10-17,GC=F,sell,29
2024-10-17,CL=F,buy,19
2024-10-18,CL=F,buy,43
2024-10-18,CL=F,sell,81
2024-10-18,CL=F,sell,48
2024-10-18,CL=F,buy,49
2024-10-18,SI=F,buy,14
2024-10-18,GC=F,buy,15
2024-10-18,SI=F,sell,65
2024-10-19,CL=F,buy,37
2024-10-19,CL=F,sell,51
2024-10-19,CL=F,sell,13
2024-10-19,CL=F,buy,27
2024-10-19,SI=F,sell,19
2024-10-19,CL=F,buy,32
2024-10-20,GC=F,buy,42
2024-10-20,CL=F,buy,17
2024-10-20,SI=F,buy,32
2024-10-20,GC=F,sell,94
2024-10-20,GC=F,sell,100
2024-10-20,GC=F,sell,59
2024-10-21,CL=F,buy,24
2024-10-21,CL=F,sell,92
2024-10-21,GC=F,buy,48
2024-10-21,SI=F,sell,81
2024-10-21,CL=F,sell,67
2024-10-21,GC=F,sell,68
2024-10-21,CL=F,buy,43
2024-10-21,GC=F,buy,12
2024-10-22,CL=F,sell,71
2024-10-22,SI=F,buy,47
2024-10-22,SI=F,buy,37
2024-10-22,CL=F,sell,85
2024-10-23,CL=F,sell,62
2024-10-23,CL=F,sell,51
2024-10-23,CL=F,sell,46
2024-10-23,GC=F,buy,31
2024-10-23,CL=F,sell,95
2024-10-23,SI=F,sell,91
2024-10-23,CL=F,buy,23
2024-10-23,CL=F,sell,60
2024-10-23,GC=F,sell,80
2024-10-23,GC=F,sell,76
2024-10-24,CL=F,buy,38
2024-10-24,SI=F,buy,9
2024-10-24,GC=F,sell,33
2024-10-24,SI=F,buy,40
2024-10-24,GC=F,buy,48
2024-10-24,GC=F,buy,24
2024-10-25,CL=F,sell,61
2024-10-25,GC=F,sell,84
2024-10-25,CL=F,buy,36
2024-10-25,SI=F,buy,45
2024-10-25,SI=F,buy,13
2024-10-26,GC=F,sell,85
2024-10-26,CL=F,sell,46
2024-10-26,GC=F,sell,60
2024-10-26,CL=F,sell,71
2024-10-26,CL=F,buy,1
2024-10-26,GC=F,sell,92
2024-10-26,GC=F,sell,32
2024-10-27,CL=F,buy,45
2024-10-27,GC=F,buy,31
2024-10-27,CL=F,sell,50
2024-10-27,SI=F,buy,22
2024-10-27,GC=F,sell,44
2024-10-28,SI=F,buy,49
2024-10-29,SI=F,buy,47
2024-10-29,CL=F,sell,62
2024-10-29,SI=F,sell,70
2024-10-30,SI=F,sell,83
2024-10-30,CL=F,sell,82
2024-10-30,SI=F,sell,26
2024-10-30,SI=F,buy,19
2024-10-30,GC=F,buy,39
2024-10-30,CL=F,sell,21
2024-10-30,CL=F,sell,71
2024-10-30,GC=F,sell,20
2024-10-30,SI=F,sell,53
2024-10-30,SI=F,buy,13
2024-10-30,SI=F,sell,21
2024-10-30,CL=F,buy,38
2024-10-31,SI=F,buy,16
2024-10-31,CL=F,sell,88
2024-10-31,CL=F,sell,72
2024-10-31,GC=F,sell,55
2024-10-31,SI=F,buy,45
2024-11-01,SI=F,buy,39
2024-11-01,CL=F,buy,44
2024-11-01,SI=F,buy,8
2024-11-01,CL=F,sell,37
2024-11-01,CL=F,sell,56
2024-11-01,CL=F,buy,1
2024-11-03,SI=F,buy,41
2024-11-03,CL=F,buy,1
2024-11-03,CL=F,sell,28
2024-11-03,SI=F,sell,52
2024-11-03,SI=F,buy,27
2024-11-04,GC=F,buy,47
2024-11-04,SI=F,buy,45
2024-11-04,CL=F,sell,26
2024-11-04,SI=F,buy,28
2024-11-05,GC=F,buy,41
2024-11-05,CL=F,buy,31
2024-11-05,SI=F,sell,93
2024-11-05,GC=F,sell,40
2024-11-05,CL=F,sell,75
2024-11-06,GC=F,sell,14
2024-11-06,SI=F,buy,18
2024-11-06,GC=F,buy,47
2024-11-06,SI=F,buy,35
2024-11-06,GC=F,buy,48
2024-11-07,CL=F,buy,40
2024-11-07,CL=F,buy,2
2024-11-07,CL=F,sell,98
2024-11-07,SI=F,buy,31
2024-11-07,CL=F,sell,63
2024-11-07,GC=F,sell,92
2024-11-07,CL=F,buy,39
2024-11-07,CL=F,buy,48
2024-11-07,GC=F,buy,45
2024-11-07,SI=F,buy,16
2024-11-07,GC=F,sell,30
2024-11-07,CL=F,buy,16
2024-11-07,CL=F,buy,50
2024-11-08,GC=F,sell,60
2024-11-08,CL=F,sell,28
2024-11-08,GC=F,sell,96
2024-11-08,CL=F,buy,41
2024-11-08,CL=F,sell,27
2024-11-08,GC=F,sell,38
2024-11-08,SI=F,buy,44
2024-11-08,SI=F,buy,10
2024-11-08,CL=F,buy,16
2024-11-09,CL=F,sell,89
2024-11-09,GC=F,sell,65
2024-11-09,CL=F,buy,21
2024-11-09,CL=F,buy,21
2024-11-09,CL=F,buy,46
2024-11-09,CL=F,buy,45
2024-11-09,GC=F,buy,31
2024-11-09,GC=F,buy,22
2024-11-09,GC=F,sell,65
2024-11-09,SI=F,sell,83
2024-11-09,GC=F,buy,35
2024-11-10,SI=F,buy,47
2024-11-10,CL=F,buy,18
2024-11-10,SI=F,sell,39
2024-11-10,CL=F,sell,44
2024-11-10,SI=F,buy,17
2024-11-10,SI=F,buy,38
2024-11-11,SI=F,buy,41
2024-11-11,CL=F,sell,69
2024-11-11,GC=F,buy,46
2024-11-11,GC=F,sell,97
2024-11-11,SI=F,buy,35
2024-11-12,SI=F,buy,31
2024-11-12,SI=F,buy,14
2024-11-12,SI=F,sell,19
2024-11-12,CL=F,sell,59
2024-11-12,CL=F,buy,31
2024-11-12,CL=F,sell,22
2024-11-12,GC=F,buy,9
2024-11-12,CL=F,buy,6
2024-11-12,SI=F,buy,17
2024-11-12,GC=F,sell,72
2024-11-12,GC=F,buy,27
2024-11-13,CL=F,buy,22
2024-11-13,SI=F,sell,72
2024-11-13,CL=F,sell,15
2024-11-13,SI=F,sell,93
2024-11-13,CL=F,buy,22
2024-11-14,GC=F,sell,90
2024-11-14,CL=F,sell,39
2024-11-14,GC=F,sell,32
2024-11-14,CL=F,sell,19
2024-11-14,CL=F,buy,50
2024-11-14,CL=F,buy,19
2024-11-14,SI=F,buy,3
2024-11-14,CL=F,sell,97
2024-11-14,SI=F,buy,36
2024-11-14,GC=F,sell,40
2024-11-15,CL=F,buy,30
2024-11-15,CL=F,buy,45
2024-11-15,CL=F,buy,37
2024-11-15,GC=F,sell,56
2024-11-15,CL=F,sell,99
2024-11-15,SI=F,buy,40
2024-11-15,SI=F,sell,93
2024-11-15,GC=F,buy,22
2024-11-15,SI=F,sell,72
2024-11-16,CL=F,sell,17
2024-11-16,CL=F,sell,11
2024-11-16,CL=F,sell,24
2024-11-16,GC=F,buy,39
2024-11-16,CL=F,buy,47
2024-11-16,CL=F,sell,43
2024-11-16,SI=F,buy,10
2024-11-16,GC=F,sell,100
2024-11-16,SI=F,buy,40
2024-11-16,SI=F,buy,42
2024-11-16,GC=F,buy,36
2024-11-16,SI=F,sell,44
2024-11-16,SI=F,sell,85
2024-11-16,SI=F,buy,32
2024-11-17,CL=F,buy,19
2024-11-17,GC=F,sell,28
2024-11-17,CL=F,buy,26
2024-11-17,SI=F,sell,56
2024-11-17,CL=F,sell,42
2024-11-17,GC=F,sell,96
2024-11-17,GC=F,sell,50
2024-11-18,SI=F,buy,39
2024-11-18,CL=F,buy,38
2024-11-18,CL=F,buy,24
2024-11-18,CL=F,sell,67
2024-11-18,GC=F,buy,15
2024-11-18,CL=F,sell,10
2024-11-18,SI=F,sell,46
2024-11-18,GC=F,buy,21
2024-11-19,CL=F,buy,43
2024-11-19,CL=F,buy,45
2024-11-19,GC=F,sell,93
2024-11-19,GC=F,buy,8
2024-11-19,CL=F,sell,28
2024-11-19,SI=F,sell,51
2024-11-19,CL=F,buy,14
2024-11-19,GC=F,buy,11
2024-11-20,CL=F,sell,90
2024-11-20,CL=F,sell,92
2024-11-20,GC=F,buy,34
2024-11-20,SI=F,sell,62
2024-11-20,GC=F,sell,58
2024-11-20,SI=F,buy,1
2024-11-20,SI=F,buy,18
2024-11-21,CL=F,sell,55
2024-11-21,CL=F,buy,48
2024-11-21,CL=F,sell,82
2024-11-22,GC=F,sell,100
2024-11-22,CL=F,sell,38
2024-11-22,CL=F,sell,71
2024-11-22,SI=F,buy,12
2024-11-22,SI=F,sell,14
2024-11-23,GC=F,sell,79
2024-11-23,GC=F,buy,50
2024-11-23,SI=F,buy,7
2024-11-23,SI=F,buy,3
2024-11-24,GC=F,buy,20
2024-11-24,GC=F,buy,10
2024-11-24,SI=F,sell,76
2024-11-24,SI=F,buy,21
2024-11-24,GC=F,sell,81
2024-11-25,GC=F,buy,11
2024-11-25,SI=F,buy,17
2024-11-25,SI=F,buy,23
2024-11-25,CL=F,sell,42
2024-11-26,SI=F,sell,19
2024-11-26,SI=F,buy,8
2024-11-26,CL=F,buy,48
2024-11-26,GC=F,sell,67
2024-11-26,CL=F,buy,48
2024-11-27,CL=F,buy,21
2024-11-27,GC=F,buy,43
2024-11-27,GC=F,sell,44
2024-11-27,SI=F,sell,82
2024-11-28,CL=F,sell,97
2024-11-28,GC=F,sell,65
2024-11-28,CL=F,buy,49
2024-11-28,SI=F,buy,25
2024-11-28,SI=F,sell,80
2024-11-29,CL=F,sell,36
2024-11-29,CL=F,buy,2
2024-11-29,CL=F,buy,12
2024-11-29,CL=F,sell,59
2024-11-30,CL=F,sell,91
2024-11-30,CL=F,sell,83
2024-11-30,GC=F,sell,24
2024-11-30,SI=F,buy,28
2024-11-30,SI=F,buy,50
2024-12-01,GC=F,buy,40
2024-12-01,GC=F,buy,28
2024-12-01,CL=F,buy,28
2024-12-01,SI=F,buy,8
2024-12-01,GC=F,sell,86
2024-12-01,SI=F,buy,19
2024-12-01,CL=F,sell,33
2024-12-01,SI=F,buy,20
2024-12-02,CL=F,sell,81
2024-12-02,CL=F,buy,8
2024-12-03,CL=F,sell,52
2024-12-03,CL=F,sell,60
2024-12-03,CL=F,sell,42
2024-12-03,SI=F,sell,55
2024-12-03,CL=F,buy,17
2024-12-03,SI=F,buy,8
2024-12-03,GC=F,buy,13
2024-12-03,SI=F,buy,2
2024-12-04,CL=F,buy,39
2024-12-04,GC=F,sell,54
2024-12-04,GC=F,sell,32
2024-12-04,SI=F,sell,18
2024-12-04,GC=F,sell,34
2024-12-04,GC=F,buy,15
2024-12-04,CL=F,buy,9
2024-12-04,CL=F,sell,98
2024-12-05,GC=F,buy,6
2024-12-05,GC=F,sell,66
2024-12-05,CL=F,sell,59
2024-12-05,GC=F,sell,32
2024-12-05,SI=F,sell,83
2024-12-05,GC=F,sell,33
2024-12-06,SI=F,sell,62
2024-12-06,GC=F,buy,20
2024-12-06,CL=F,buy,7
2024-12-06,CL=F,buy,15
2024-12-06,CL=F,buy,33
2024-12-06,GC=F,sell,50
2024-12-07,GC=F,sell,69
2024-12-07,GC=F,buy,22
2024-12-07,SI=F,buy,45
2024-12-07,CL=F,buy,39
2024-12-07,CL=F,sell,54
2024-12-07,GC=F,sell,22
2024-12-07,SI=F,sell,37
2024-12-08,SI=F,buy,11
2024-12-08,SI=F,buy,41
2024-12-08,CL=F,sell,24
2024-12-08,CL=F,buy,10
2024-12-08,CL=F,sell,88
2024-12-09,CL=F,buy,25
2024-12-09,SI=F,buy,45
2024-12-09,GC=F,sell,73
2024-12-09,CL=F,sell,37
2024-12-09,GC=F,buy,21
2024-12-10,CL=F,buy,4
2024-12-10,GC=F,sell,50
2024-12-10,GC=F,buy,30
2024-12-10,CL=F,buy,5
2024-12-10,CL=F,sell,88
2024-12-11,CL=F,sell,96
2024-12-11,CL=F,buy,23
2024-12-11,GC=F,buy,48
2024-12-11,GC=F,buy,2
2024-12-12,CL=F,buy,2
2024-12-12,CL=F,sell,79
2024-12-12,SI=F,buy,2
2024-12-12,CL=F,buy,25
2024-12-12,GC=F,buy,13
2024-12-12,GC=F,sell,67
2024-12-12,SI=F,sell,57
2024-12-12,SI=F,buy,26
2024-12-12,SI=F,sell,90
2024-12-12,GC=F,buy,3
2024-12-13,CL=F,buy,48
2024-12-13,CL=F,sell,92
2024-12-13,SI=F,sell,91
2024-12-13,GC=F,buy,46
2024-12-13,SI=F,sell,15
2024-12-13,GC=F,sell,30
2024-12-13,CL=F,sell,46
2024-12-14,SI=F,sell,81
2024-12-14,GC=F,buy,13
2024-12-14,GC=F,buy,11
2024-12-14,GC=F,buy,28
2024-12-15,GC=F,sell,44
2024-12-15,CL=F,buy,47
2024-12-15,GC=F,sell,69
2024-12-15,SI=F,buy,19
2024-12-15,CL=F,sell,20
2024-12-15,GC=F,buy,39
2024-12-16,SI=F,sell,16
2024-12-16,CL=F,buy,42
2024-12-16,GC=F,buy,22
2024-12-16,GC=F,sell,67
2024-12-16,CL=F,sell,23
2024-12-16,GC=F,buy,10
2024-12-17,CL=F,buy,29
2024-12-17,SI=F,buy,2
2024-12-18,SI=F,sell,27
2024-12-18,SI=F,sell,25
2024-12-18,SI=F,buy,23
2024-12-18,GC=F,sell,91
2024-12-18,CL=F,sell,85
2024-12-18,GC=F,buy,34
2024-12-19,GC=F,buy,49
2024-12-19,GC=F,sell,84
2024-12-19,CL=F,sell,87
2024-12-19,GC=F,sell,57
2024-12-19,SI=F,sell,72
2024-12-19,GC=F,sell,45
2024-12-20,CL=F,buy,10
2024-12-20,CL=F,sell,10
2024-12-20,CL=F,sell,29
2024-12-20,SI=F,sell,66
2024-12-20,CL=F,buy,27
2024-12-20,CL=F,buy,31
2024-12-20,SI=F,sell,94
2024-12-21,GC=F,buy,8
2024-12-21,GC=F,sell,55
2024-12-21,GC=F,buy,40
2024-12-21,SI=F,sell,74
2024-12-21,CL=F,buy,31
2024-12-21,SI=F,buy,4
2024-12-21,GC=F,buy,47
2024-12-21,CL=F,sell,95
2024-12-21,GC=F,buy,4
2024-12-21,SI=F,buy,3
2024-12-22,SI=F,sell,49
2024-12-22,SI=F,sell,71
2024-12-22,SI=F,buy,47
2024-12-22,GC=F,sell,40
2024-12-23,SI=F,buy,22
2024-12-23,SI=F,buy,40
2024-12-23,CL=F,buy,5
2024-12-23,SI=F,sell,41
2024-12-24,SI=F,sell,83
2024-12-24,SI=F,sell,29
2024-12-24,GC=F,sell,50
2024-12-24,CL=F,buy,5
2024-12-24,SI=F,buy,11
2024-12-24,GC=F,sell,67
2024-12-24,GC=F,sell,73
2024-12-24,SI=F,sell,62
2024-12-24,CL=F,buy,11
2024-12-25,SI=F,sell,49
2024-12-25,GC=F,sell,78
2024-12-25,CL=F,buy,48
2024-12-25,CL=F,buy,25
2024-12-25,CL=F,buy,49
2024-12-26,SI=F,buy,29
2024-12-26,GC=F,sell,88
2024-12-26,CL=F,buy,31
2024-12-26,SI=F,sell,99
2024-12-26,CL=F,sell,31
2024-12-26,GC=F,sell,55
2024-12-26,SI=F,sell,51
2024-12-27,CL=F,sell,23
2024-12-27,CL=F,sell,23
2024-12-27,GC=F,sell,84
2024-12-27,CL=F,sell,47
2024-12-27,CL=F,sell,64
2024-12-27,GC=F,sell,18
2024-12-27,CL=F,sell,23
2024-12-28,SI=F,sell,95
2024-12-28,CL=F,sell,41
2024-12-28,SI=F,sell,28
2024-12-28,CL=F,sell,72
2024-12-28,CL=F,sell,94
2024-12-28,SI=F,buy,9
2024-12-28,CL=F,sell,26
2024-12-28,CL=F,buy,4
2024-12-28,CL=F,buy,40
2024-12-29,CL=F,buy,4
2024-12-29,GC=F,sell,56
2024-12-29,CL=F,sell,50
2024-12-29,GC=F,buy,34
2024-12-29,CL=F,sell,27
2024-12-30,SI=F,buy,29
2024-12-30,GC=F,sell,49
2024-12-30,CL=F,buy,14
2024-12-30,CL=F,buy,48
2024-12-30,CL=F,sell,42
2024-12-30,CL=F,sell,60
2024-12-30,SI=F,sell,21
2024-12-30,CL=F,sell,81
2024-12-31,GC=F,buy,49
2024-12-31,CL=F,sell,52
2024-12-31,CL=F,sell,39
2024-12-31,GC=F,sell,98
2024-12-31,SI=F,sell,69
2024-12-31,GC=F,sell,53
2024-12-31,GC=F,sell,67
2025-01-01,CL=F,buy,48
2025-01-01,CL=F,buy,47
2025-01-01,GC=F,sell,83
2025-01-01,CL=F,buy,41
2025-01-01,GC=F,sell,82
2025-01-01,CL=F,buy,6
2025-01-01,CL=F,buy,28
2025-01-01,GC=F,sell,42
2025-01-01,CL=F,sell,52
2025-01-01,CL=F,sell,63
2025-01-01,GC=F,sell,44
2025-01-01,GC=F,sell,62
2025-01-02,SI=F,sell,87
2025-01-02,GC=F,buy,27
2025-01-02,SI=F,sell,35
2025-01-02,CL=F,sell,81
2025-01-02,SI=F,sell,12
2025-01-02,SI=F,buy,3
2025-01-02,GC=F,sell,63
2025-01-03,CL=F,sell,94
2025-01-03,CL=F,buy,8
2025-01-03,CL=F,buy,22
2025-01-03,CL=F,sell,58
2025-01-03,SI=F,buy,5
2025-01-03,SI=F,buy,31
2025-01-03,CL=F,buy,34
2025-01-04,CL=F,sell,64
2025-01-04,GC=F,buy,48
2025-01-04,CL=F,sell,21
2025-01-04,GC=F,sell,33
2025-01-04,CL=F,sell,78
2025-01-04,CL=F,sell,43
2025-01-04,SI=F,sell,18
2025-01-04,GC=F,sell,51
2025-01-04,GC=F,buy,49
2025-01-04,CL=F,buy,9
2025-01-05,CL=F,buy,27
2025-01-05,CL=F,buy,14
2025-01-05,GC=F,buy,38
2025-01-05,GC=F,sell,78
2025-01-05,CL=F,buy,35
2025-01-05,CL=F,buy,15
2025-01-06,CL=F,sell,91
2025-01-06,CL=F,buy,47
2025-01-06,GC=F,buy,16
2025-01-06,SI=F,sell,67
2025-01-06,CL=F,sell,21
2025-01-06,CL=F,buy,17
2025-01-07,CL=F,buy,12
2025-01-07,SI=F,sell,56
2025-01-07,CL=F,buy,47
2025-01-07,CL=F,buy,34
2025-01-07,GC=F,buy,36
2025-01-07,CL=F,sell,14
2025-01-07,CL=F,buy,35
2025-01-07,CL=F,buy,50
2025-01-07,GC=F,sell,21
2025-01-08,GC=F,buy,31
2025-01-08,CL=F,sell,93
2025-01-08,CL=F,buy,39
2025-01-08,GC=F,sell,96
2025-01-08,GC=F,buy,12
2025-01-09,CL=F,sell,58
2025-01-09,CL=F,sell,68
2025-01-09,CL=F,buy,6
2025-01-09,GC=F,buy,36
2025-01-09,GC=F,sell,94
2025-01-09,CL=F,sell,100
2025-01-09,GC=F,sell,77
2025-01-10,CL=F,buy,29
2025-01-10,GC=F,sell,32
2025-01-10,GC=F,sell,51
2025-01-10,CL=F,sell,47
2025-01-10,CL=F,sell,39
2025-01-10,GC=F,buy,27
2025-01-10,GC=F,sell,22
2025-01-10,CL=F,buy,33
2025-01-10,CL=F,buy,48
2025-01-10,GC=F,sell,23
2025-01-10,SI=F,buy,1
2025-01-11,GC=F,sell,96
2025-01-11,GC=F,sell,73
2025-01-11,GC=F,buy,3
2025-01-11,GC=F,sell,30
2025-01-11,CL=F,sell,44
2025-01-11,SI=F,sell,24
2025-01-11,CL=F,sell,97
2025-01-11,GC=F,sell,65
2025-01-11,CL=F,sell,84
2025-01-12,SI=F,buy,8
2025-01-12,GC=F,buy,16
2025-01-12,GC=F,sell,58
2025-01-13,CL=F,sell,33
2025-01-13,CL=F,sell,27
2025-01-13,GC=F,sell,63
2025-01-13,CL=F,sell,37
2025-01-13,SI=F,buy,33
2025-01-13,CL=F,buy,49
2025-01-13,CL=F,buy,11
2025-01-13,CL=F,sell,68
2025-01-13,CL=F,sell,91
2025-01-14,GC=F,buy,17
2025-01-14,GC=F,sell,63
2025-01-15,CL=F,sell,76
2025-01-15,SI=F,buy,44
2025-01-15,GC=F,buy,32
2025-01-15,GC=F,buy,16
2025-01-15,CL=F,buy,37
2025-01-15,SI=F,buy,48
2025-01-15,CL=F,sell,29
2025-01-16,GC=F,buy,45
2025-01-16,SI=F,buy,18
2025-01-16,SI=F,buy,25
2025-01-16,SI=F,sell,39
2025-01-16,SI=F,buy,50
2025-01-17,CL=F,sell,32
2025-01-17,SI=F,buy,40
2025-01-17,GC=F,buy,21
2025-01-17,CL=F,buy,44
2025-01-17,GC=F,buy,50
2025-01-17,SI=F,buy,49
2025-01-17,CL=F,buy,50
2025-01-17,GC=F,sell,29
2025-01-18,GC=F,sell,27
2025-01-18,GC=F,sell,42
2025-01-18,GC=F,sell,67
2025-01-18,GC=F,buy,42
2025-01-18,SI=F,sell,93
2025-01-19,SI=F,sell,76
2025-01-19,GC=F,sell,57
2025-01-19,GC=F,buy,42
2025-01-19,CL=F,buy,48
2025-01-19,CL=F,sell,58
2025-01-19,GC=F,sell,96
2025-01-19,CL=F,buy,39
2025-01-19,GC=F,sell,97
2025-01-19,GC=F,sell,71
2025-01-20,SI=F,sell,18
2025-01-20,SI=F,buy,21
2025-01-20,SI=F,buy,30
2025-01-20,GC=F,sell,27
2025-01-20,GC=F,buy,29
2025-01-20,GC=F,buy,39
2025-01-21,GC=F,buy,11
2025-01-21,CL=F,sell,56
2025-01-21,CL=F,buy,12
2025-01-21,GC=F,buy,27
2025-01-22,CL=F,sell,78
2025-01-22,GC=F,buy,11
2025-01-22,GC=F,buy,31
2025-01-22,CL=F,buy,25
2025-01-22,GC=F,sell,34
2025-01-22,GC=F,sell,41
2025-01-22,CL=F,buy,17
2025-01-22,SI=F,sell,51
2025-01-22,GC=F,buy,19
2025-01-23,CL=F,sell,68
2025-01-23,CL=F,sell,17
2025-01-23,CL=F,buy,20
2025-01-23,GC=F,buy,3
2025-01-23,CL=F,buy,41
2025-01-23,GC=F,buy,19
2025-01-23,SI=F,sell,21
2025-01-24,GC=F,buy,48
2025-01-24,GC=F,buy,49
2025-01-24,CL=F,sell,35
2025-01-24,GC=F,buy,19
2025-01-25,GC=F,sell,13
2025-01-25,CL=F,sell,92
2025-01-25,CL=F,buy,12
2025-01-25,CL=F,buy,50
2025-01-25,CL=F,buy,5
2025-01-25,GC=F,buy,21
2025-01-25,GC=F,sell,18
2025-01-25,CL=F,buy,12
2025-01-25,SI=F,sell,15
2025-01-25,CL=F,sell,78
2025-01-25,SI=F,sell,20
2025-01-25,CL=F,sell,19
2025-01-25,CL=F,buy,41
2025-01-26,CL=F,buy,13
2025-01-26,GC=F,sell,38
2025-01-26,GC=F,buy,49
2025-01-26,CL=F,buy,31
2025-01-27,CL=F,sell,28
2025-01-27,SI=F,buy,39
2025-01-27,CL=F,buy,6
2025-01-28,GC=F,sell,81
2025-01-28,CL=F,buy,14
2025-01-29,CL=F,sell,90
2025-01-29,GC=F,buy,41
2025-01-29,CL=F,sell,15
2025-01-29,CL=F,sell,69
2025-01-29,GC=F,sell,68
2025-01-30,SI=F,sell,15
2025-01-30,CL=F,buy,24
2025-01-30,CL=F,sell,64
2025-01-30,GC=F,buy,4
2025-01-30,GC=F,buy,19
2025-01-30,GC=F,buy,22
2025-01-31,GC=F,sell,74
2025-01-31,GC=F,sell,30
2025-01-31,GC=F,buy,36
2025-01-31,CL=F,buy,43
2025-01-31,SI=F,sell,39
2025-02-01,CL=F,buy,46
2025-02-01,GC=F,buy,22
2025-02-01,CL=F,sell,98
